textbox22
generated on 30/09/2020 10:02:14 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,7,2018-02-12,2018-02-18,All,184,,289129,,63.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,7,2018-02-12,2018-02-18,All,195,,134298,,145.20,,,,,,,,,,,,,,,,,,,,5721,,1324598,,431.90,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,7,2018-02-12,2018-02-18,All,402,,131080,,306.68,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,7,2018-02-12,2018-02-18,All,141138,,66725826,,211.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,7,2018-02-12,2018-02-18,All,1463,,181889,,804.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,7,2018-02-12,2018-02-18,All,8903,,1092207,,815.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,7,2018-02-12,2018-02-18,All,,,,,,,,,,,,,,,,,,,,,,,,,24517,,1029735,,2380.90,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,7,2018-02-12,2018-02-18,All,66,,56916,,115.96,,,,,,,,116,678,,17.11,,19,,,,,,,,,,,,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,7,2018-02-12,2018-02-18,All,14962,,2127468,,703.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,7,2018-02-12,2018-02-18,All,15556,,5320724,,292.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,6,2018-02-05,2018-02-11,All,,,,,,,,,,,,,,,,,,,,,,,,,21628,,1066518,,2027.91,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,6,2018-02-05,2018-02-11,All,315,,166370,,189.34,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,6,2018-02-05,2018-02-11,All,138810,,66725826,,208.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,6,2018-02-05,2018-02-11,All,185,,289657,,63.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,6,2018-02-05,2018-02-11,All,210,,134298,,156.37,,,,,,,,,,,,,,,,,,,,5640,,1333542,,422.93,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,6,2018-02-05,2018-02-11,All,1586,,195770,,810.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,6,2018-02-05,2018-02-11,All,8126,,1060769,,766.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,6,2018-02-05,2018-02-11,All,17,,2244,,757.58,,,,,,,,99,1255,0,7.89,,72,,,,,,,5728,,3017079,,189.85,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,6,2018-02-05,2018-02-11,All,424,,102072,,415.39,,,,,,,,156,,908911,,17.16,156,,,,,,,1862,,102072,,1824.20,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,6,2018-02-05,2018-02-11,All,66,,51216,,128.87,,,,,,,,105,622,,16.88,,24,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,6,2018-02-05,2018-02-11,All,13187,,2127468,,619.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,6,2018-02-05,2018-02-11,All,15221,,5338493,,285.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,5,2018-01-29,2018-02-04,All,28,,2104,,1330.80,,,,,,,,123,1190,0,10.34,,87,,,,,,,5909,,3017079,,195.85,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,5,2018-01-29,2018-02-04,All,67,,58535,,114.46,,,,,,,,126,671,,18.78,,26,,,,,,,,,,,,,,,,,3,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,5,2018-01-29,2018-02-04,All,14237,,5386050,,264.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,5,2018-01-29,2018-02-04,All,8334,,1046981,,796.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,5,2018-01-29,2018-02-04,All,333,,103515,,321.69,,,,,,,,139,,908911,,15.29,139,,,,,,,1704,,103515,,1646.14,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,5,2018-01-29,2018-02-04,All,,,,,,,,,,,,,,,,,,,,,,,,,20830,,1094640,,1902.91,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,5,2018-01-29,2018-02-04,All,10324,,2122925,,486.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,5,2018-01-29,2018-02-04,All,217,,134298,,161.58,,,,,,,,,,,,,,,,,,,,5865,,1335574,,439.14,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,5,2018-01-29,2018-02-04,All,299,,191578,,156.07,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,5,2018-01-29,2018-02-04,All,157839,,66725826,,236.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,5,2018-01-29,2018-02-04,All,1283,,188421,,680.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,5,2018-01-29,2018-02-04,All,214,,293353,,72.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,4,2018-01-22,2018-01-28,All,16,,649,,2465.33,,,,,,,,108,1134,0,9.52,,81,,,,,,,5982,,3017079,,198.27,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,4,2018-01-22,2018-01-28,All,267,,107943,,247.35,,,,,,,,131,,908911,,14.41,131,,,,,,,1611,,107943,,1492.45,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,4,2018-01-22,2018-01-28,All,6771,,2124471,,318.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,4,2018-01-22,2018-01-28,All,264,,296530,,89.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,4,2018-01-22,2018-01-28,All,219,,131920,,166.01,,,,,,,,,,,,,,,,,,,,5631,,1328772,,423.77,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,4,2018-01-22,2018-01-28,All,,,,,,,,,,,,,,,,,,,,,,,,,18746,,1117889,,1676.91,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,4,2018-01-22,2018-01-28,All,117,,146205,,80.02,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,4,2018-01-22,2018-01-28,All,175483,,66725826,,262.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,4,2018-01-22,2018-01-28,All,1057,,218536,,483.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,4,2018-01-22,2018-01-28,All,55,,58239,,94.44,,,,,,,,106,666,,15.92,,19,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,4,2018-01-22,2018-01-28,All,12366,,5347019,,231.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,4,2018-01-22,2018-01-28,All,6689,,1103126,,606.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,3,2018-01-15,2018-01-21,All,,,,,,,,,,,,,,,,,,,,,,,,,15593,,1088966,,1431.91,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,3,2018-01-15,2018-01-21,All,299,,296530,,100.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,3,2018-01-15,2018-01-21,All,148,,134298,,110.20,,,,,,,,,,,,,,,,,,,,4848,,1341313,,361.44,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,3,2018-01-15,2018-01-21,All,123,,225189,,54.62,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,3,2018-01-15,2018-01-21,All,178329,,66725826,,267.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,3,2018-01-15,2018-01-21,All,1047,,214809,,487.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,3,2018-01-15,2018-01-21,All,5697,,1109640,,513.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,3,2018-01-15,2018-01-21,All,19,,826,,2300.24,,,,,,,,130,1119,0,11.62,,102,,,,,,,5787,,3017079,,191.81,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,3,2018-01-15,2018-01-21,All,190,,106454,,178.48,,,,,,,,116,,908911,,12.76,116,,,,,,,1552,,106454,,1457.91,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,3,2018-01-15,2018-01-21,All,41,,51567,,79.51,,,,,,,,94,607,,15.49,,20,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,3,2018-01-15,2018-01-21,All,3640,,2123305,,171.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,3,2018-01-15,2018-01-21,All,10592,,5367567,,197.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,2,2018-01-08,2018-01-14,All,50,,701,,7132.67,,,,,,,,90,1113,0,8.09,,64,,,,,,,4848,,3017079,,160.69,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,2,2018-01-08,2018-01-14,All,928,,209727,,442.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,2,2018-01-08,2018-01-14,All,3340,,997762,,334.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,2,2018-01-08,2018-01-14,All,92,,96161,,95.67,,,,,,,,79,,908911,,8.69,79,,,,,,,1351,,96161,,1404.94,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,2,2018-01-08,2018-01-14,All,,,,,,,,,,,,,,,,,,,,,,,,,14089,,1012940,,1390.90,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,2,2018-01-08,2018-01-14,All,56,,54487,,102.78,,,,,,,,119,648,,18.36,,8,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,2,2018-01-08,2018-01-14,All,2749,,2127468,,129.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,2,2018-01-08,2018-01-14,All,10430,,5343440,,195.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,2,2018-01-08,2018-01-14,All,80,,169732,,47.13,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,2,2018-01-08,2018-01-14,All,198079,,66725826,,296.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,2,2018-01-08,2018-01-14,All,288,,296530,,97.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,2,2018-01-08,2018-01-14,All,132,,134298,,98.29,,,,,,,,,,,,,,,,,,,,4851,,1338603,,362.39,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,1,2018-01-01,2018-01-07,All,0,,40,,0.00,,,,,,,,61,935,0,6.52,,4,,,,,,,1851,,3017079,,61.35,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,1,2018-01-01,2018-01-07,All,48,,78606,,61.06,,,,,,,,9,,908911,,0.99,9,,,,,,,1076,,78606,,1368.85,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,1,2018-01-01,2018-01-07,All,2154,,2127468,,101.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,1,2018-01-01,2018-01-07,All,103,,124073,,83.02,,,,,,,,,,,,,,,,,,,,4329,,1281555,,337.79,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,1,2018-01-01,2018-01-07,All,,,,,,,,,,,,,,,,,,,,,,,,,11713,,960951,,1218.90,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,1,2018-01-01,2018-01-07,All,96,,168052,,57.13,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,1,2018-01-01,2018-01-07,All,235493,,66725826,,352.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,1,2018-01-01,2018-01-07,All,655,,171582,,381.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,1,2018-01-01,2018-01-07,All,279,,294227,,94.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,1,2018-01-01,2018-01-07,All,158,,61841,,255.49,,,,,,,,163,511,,31.90,,,,,,,,,,,,,,,,,,,4,2,3,3
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,1,2018-01-01,2018-01-07,All,9036,,5337927,,169.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,1,2018-01-01,2018-01-07,All,3275,,1197254,,273.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,52,2017-12-25,2017-12-31,All,,,,,,,,,,,,,,,,,,,,,,,,,6786,,965576,,702.79,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,52,2017-12-25,2017-12-31,All,72,,102741,,70.08,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,52,2017-12-25,2017-12-31,All,299114,,66725826,,448.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,52,2017-12-25,2017-12-31,All,84,,287126,,29.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,52,2017-12-25,2017-12-31,All,69,,127621,,54.07,,,,,,,,,,,,,,,,,,,,3029,,1178374,,257.05,,,,,,3,1,3,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,52,2017-12-25,2017-12-31,All,479,,151395,,316.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,52,2017-12-25,2017-12-31,All,2873,,1069151,,268.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,52,2017-12-25,2017-12-31,All,25,,270,,9259.26,,,,,,,,111,961,0,11.55,,77,,,,,,,3500,,3017079,,116.01,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,52,2017-12-25,2017-12-31,All,52,,94851,,54.82,,,,,,,,9,,908911,,0.99,9,,,,,,,1496,,94851,,1577.21,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,52,2017-12-25,2017-12-31,All,54,,52244,,103.36,,,,,,,,106,540,,19.63,,9,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,52,2017-12-25,2017-12-31,All,1032,,2127468,,48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,52,2017-12-25,2017-12-31,All,3311,,4838587,,68.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,51,2017-12-18,2017-12-24,All,30,,1978,,1516.68,,,,,,,,100,1002,0,9.98,,84,,,,,,,3782,,3017079,,125.35,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,51,2017-12-18,2017-12-24,All,61,,51228,,119.08,,,,,,,,117,613,,19.09,,13,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,51,2017-12-18,2017-12-24,All,4291,,5361394,,80.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,51,2017-12-18,2017-12-24,All,4351,,1003597,,433.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,51,2017-12-18,2017-12-24,All,44,,97164,,45.28,,,,,,,,7,,908911,,0.77,7,,,,,,,1668,,97164,,1716.69,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,51,2017-12-18,2017-12-24,All,,,,,,,,,,,,,,,,,,,,,,,,,13315,,1055150,,1261.91,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,51,2017-12-18,2017-12-24,All,1935,,2123998,,91.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,51,2017-12-18,2017-12-24,All,113,,134711,,83.88,,,,,,,,,,,,,,,,,,,,4211,,1323056,,318.28,,,,,,3,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,51,2017-12-18,2017-12-24,All,43,,128426,,33.48,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,51,2017-12-18,2017-12-24,All,229448,,66725826,,343.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,51,2017-12-18,2017-12-24,All,329,,113880,,288.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,51,2017-12-18,2017-12-24,All,75,,289253,,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,50,2017-12-11,2017-12-17,All,26,,1813,,1434.09,,,,,,,,75,1181,0,6.35,,61,,,,,,,3469,,3017079,,114.98,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,50,2017-12-11,2017-12-17,All,38,,100438,,37.83,,,,,,,,2,,908911,,0.22,2,,,,,,,1667,,100438,,1659.73,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,50,2017-12-11,2017-12-17,All,2383,,2126022,,112.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,50,2017-12-11,2017-12-17,All,54,,286360,,18.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,50,2017-12-11,2017-12-17,All,70,,134711,,51.96,,,,,,,,,,,,,,,,,,,,3867,,1336426,,289.35,,,,,,3,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,50,2017-12-11,2017-12-17,All,,,,,,,,,,,,,,,,,,,,,,,,,14350,,1077402,,1331.91,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,50,2017-12-11,2017-12-17,All,76,,141268,,53.80,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,50,2017-12-11,2017-12-17,All,129535,,66725826,,194.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,50,2017-12-11,2017-12-17,All,621,,196628,,315.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,50,2017-12-11,2017-12-17,All,54,,55056,,98.08,,,,,,,,106,592,,17.91,,12,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,50,2017-12-11,2017-12-17,All,3249,,5411672,,60.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,50,2017-12-11,2017-12-17,All,3866,,1083412,,356.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,49,2017-12-04,2017-12-10,All,,,,,,,,,,,,,,,,,,,,,,,,,13447,,1042480,,1289.90,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,49,2017-12-04,2017-12-10,All,21,,296530,,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,49,2017-12-04,2017-12-10,All,49,,134711,,36.37,,,,,,,,,,,,,,,,,,,,3679,,1334836,,275.61,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,49,2017-12-04,2017-12-10,All,45,,149295,,30.14,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,49,2017-12-04,2017-12-10,All,63789,,66725826,,95.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,49,2017-12-04,2017-12-10,All,664,,212132,,313.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,49,2017-12-04,2017-12-10,All,4560,,1098351,,415.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,49,2017-12-04,2017-12-10,All,22,,1886,,1166.49,,,,,,,,56,962,0,5.82,,51,,,,,,,2958,,3017079,,98.04,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,49,2017-12-04,2017-12-10,All,33,,107756,,30.62,,,,,,,,,,,,,,,,,,,,1774,,107756,,1646.31,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,49,2017-12-04,2017-12-10,All,85,,51181,,166.08,,,,,,,,99,619,,15.99,,7,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,49,2017-12-04,2017-12-10,All,1892,,2127468,,88.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,49,2017-12-04,2017-12-10,All,2668,,5404294,,49.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,48,2017-11-27,2017-12-03,All,12,,1864,,643.78,,,,,,,,58,1002,0,5.79,,53,,,,,,,2726,,3017079,,90.35,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,48,2017-11-27,2017-12-03,All,676,,215908,,313.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,48,2017-11-27,2017-12-03,All,4457,,1079956,,412.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,48,2017-11-27,2017-12-03,All,25,,101314,,24.68,,,,,,,,,,,,,,,,,,,,1468,,101314,,1448.96,,,,,,1,1,2,1
