"country","agerange","min_age","max_age","sex","av_los","hosp_reason","icd10","reference_year","reference"
"it","Y45-49",45,49,"F",6.1,"urti/inf","J00-J11",2018,"eurostat"
"it","Y45-49",45,49,"F",9.6,"pneumonia","J12-J18",2018,"eurostat"
"it","Y45-49",45,49,"F",5.8,"other lrti","J20-J22",2018,"eurostat"
"it","Y45-49",45,49,"M",7.4,"all rt","J",2018,"eurostat"
"it","Y45-49",45,49,"M",6.2,"urti/inf","J00-J11",2018,"eurostat"
"it","Y45-49",45,49,"M",9.7,"pneumonia","J12-J18",2018,"eurostat"
"it","Y45-49",45,49,"M",5.8,"other lrti","J20-J22",2018,"eurostat"
"nl","Y45-49",45,49,"F",4.9,"all rt","J",2018,"eurostat"
"nl","Y45-49",45,49,"F",5.2,"urti/inf","J00-J11",2018,"eurostat"
"nl","Y45-49",45,49,"F",6.2,"pneumonia","J12-J18",2018,"eurostat"
"nl","Y45-49",45,49,"F",3.3,"other lrti","J20-J22",2018,"eurostat"
"nl","Y45-49",45,49,"M",4.7,"all rt","J",2018,"eurostat"
"nl","Y45-49",45,49,"M",4.8,"urti/inf","J00-J11",2018,"eurostat"
"nl","Y45-49",45,49,"M",5.9,"pneumonia","J12-J18",2018,"eurostat"
"nl","Y45-49",45,49,"M",7.6,"other lrti","J20-J22",2018,"eurostat"
"no","Y45-49",45,49,"F",4.5,"all rt","J",2018,"eurostat"
"no","Y45-49",45,49,"F",2.8,"urti/inf","J00-J11",2018,"eurostat"
"no","Y45-49",45,49,"F",5.7,"pneumonia","J12-J18",2018,"eurostat"
"no","Y45-49",45,49,"F",2.8,"other lrti","J20-J22",2018,"eurostat"
"no","Y45-49",45,49,"M",4.2,"all rt","J",2018,"eurostat"
"no","Y45-49",45,49,"M",2.4,"urti/inf","J00-J11",2018,"eurostat"
"no","Y45-49",45,49,"M",5.2,"pneumonia","J12-J18",2018,"eurostat"
"no","Y45-49",45,49,"M",2.6,"other lrti","J20-J22",2018,"eurostat"
"pl","Y45-49",45,49,"F",5.9,"all rt","J",2018,"eurostat"
"pl","Y45-49",45,49,"F",5.5,"urti/inf","J00-J11",2018,"eurostat"
"pl","Y45-49",45,49,"F",10,"pneumonia","J12-J18",2018,"eurostat"
"pl","Y45-49",45,49,"F",6.8,"other lrti","J20-J22",2018,"eurostat"
"pl","Y45-49",45,49,"M",6.5,"all rt","J",2018,"eurostat"
"pl","Y45-49",45,49,"M",5.2,"urti/inf","J00-J11",2018,"eurostat"
"pl","Y45-49",45,49,"M",10.5,"pneumonia","J12-J18",2018,"eurostat"
"pl","Y45-49",45,49,"M",6.8,"other lrti","J20-J22",2018,"eurostat"
"ro","Y45-49",45,49,"F",6.6,"all rt","J",2018,"eurostat"
"ro","Y45-49",45,49,"F",5.3,"urti/inf","J00-J11",2018,"eurostat"
"ro","Y45-49",45,49,"F",6.8,"pneumonia","J12-J18",2018,"eurostat"
"ro","Y45-49",45,49,"F",5.6,"other lrti","J20-J22",2018,"eurostat"
"ro","Y45-49",45,49,"M",8.1,"all rt","J",2018,"eurostat"
"ro","Y45-49",45,49,"M",5.6,"urti/inf","J00-J11",2018,"eurostat"
"ro","Y45-49",45,49,"M",8.1,"pneumonia","J12-J18",2018,"eurostat"
"ro","Y45-49",45,49,"M",5.2,"other lrti","J20-J22",2018,"eurostat"
"se","Y45-49",45,49,"F",4.8,"all rt","J",2018,"eurostat"
"se","Y45-49",45,49,"F",3,"urti/inf","J00-J11",2018,"eurostat"
"se","Y45-49",45,49,"F",4.8,"pneumonia","J12-J18",2018,"eurostat"
"se","Y45-49",45,49,"F",2.8,"other lrti","J20-J22",2018,"eurostat"
"se","Y45-49",45,49,"M",4.9,"all rt","J",2018,"eurostat"
"se","Y45-49",45,49,"M",3.8,"urti/inf","J00-J11",2018,"eurostat"
"se","Y45-49",45,49,"M",4.5,"pneumonia","J12-J18",2018,"eurostat"
"se","Y45-49",45,49,"M",2.6,"other lrti","J20-J22",2018,"eurostat"
"si","Y45-49",45,49,"F",4.3,"all rt","J",2018,"eurostat"
"si","Y45-49",45,49,"F",3.3,"urti/inf","J00-J11",2018,"eurostat"
"si","Y45-49",45,49,"F",6.7,"pneumonia","J12-J18",2018,"eurostat"
"si","Y45-49",45,49,"F",3.8,"other lrti","J20-J22",2018,"eurostat"
"si","Y45-49",45,49,"M",5.4,"all rt","J",2018,"eurostat"
"si","Y45-49",45,49,"M",4.7,"urti/inf","J00-J11",2018,"eurostat"
"si","Y45-49",45,49,"M",7.1,"pneumonia","J12-J18",2018,"eurostat"
"si","Y45-49",45,49,"M",8.6,"other lrti","J20-J22",2018,"eurostat"
"sk","Y45-49",45,49,"F",7,"all rt","J",2018,"eurostat"
"sk","Y45-49",45,49,"F",5.7,"urti/inf","J00-J11",2018,"eurostat"
"sk","Y45-49",45,49,"F",8.7,"pneumonia","J12-J18",2018,"eurostat"
"sk","Y45-49",45,49,"F",5.7,"other lrti","J20-J22",2018,"eurostat"
"sk","Y45-49",45,49,"M",7.7,"all rt","J",2018,"eurostat"
"sk","Y45-49",45,49,"M",5.8,"urti/inf","J00-J11",2018,"eurostat"
"sk","Y45-49",45,49,"M",8.6,"pneumonia","J12-J18",2018,"eurostat"
"sk","Y45-49",45,49,"M",5.6,"other lrti","J20-J22",2018,"eurostat"
"at","Y45-49",45,49,"F",6,"all rt","J",2018,"eurostat"
"at","Y45-49",45,49,"F",4.7,"urti/inf","J00-J11",2018,"eurostat"
"at","Y45-49",45,49,"F",7.4,"pneumonia","J12-J18",2018,"eurostat"
"at","Y45-49",45,49,"F",4,"other lrti","J20-J22",2018,"eurostat"
"at","Y45-49",45,49,"M",6.3,"all rt","J",2018,"eurostat"
"at","Y45-49",45,49,"M",4.7,"urti/inf","J00-J11",2018,"eurostat"
"at","Y45-49",45,49,"M",8,"pneumonia","J12-J18",2018,"eurostat"
"at","Y45-49",45,49,"M",4.6,"other lrti","J20-J22",2018,"eurostat"
"ie","Y45-49",45,49,"F",5.3,"all rt","J",2018,"eurostat"
"ie","Y45-49",45,49,"F",2.5,"urti/inf","J00-J11",2018,"eurostat"
"ie","Y45-49",45,49,"F",7.7,"pneumonia","J12-J18",2018,"eurostat"
"ie","Y45-49",45,49,"F",3.2,"other lrti","J20-J22",2018,"eurostat"
"ie","Y45-49",45,49,"M",4.9,"all rt","J",2018,"eurostat"
"ie","Y45-49",45,49,"M",3.3,"urti/inf","J00-J11",2018,"eurostat"
"ie","Y45-49",45,49,"M",7.6,"pneumonia","J12-J18",2018,"eurostat"
"ie","Y45-49",45,49,"M",4.1,"other lrti","J20-J22",2018,"eurostat"
"lt","Y45-49",45,49,"F",5.3,"all rt","J",2018,"eurostat"
"lt","Y45-49",45,49,"F",5.2,"urti/inf","J00-J11",2018,"eurostat"
"lt","Y45-49",45,49,"F",9.3,"pneumonia","J12-J18",2018,"eurostat"
"lt","Y45-49",45,49,"F",5.6,"other lrti","J20-J22",2018,"eurostat"
"lt","Y45-49",45,49,"M",7.2,"all rt","J",2018,"eurostat"
"lt","Y45-49",45,49,"M",6.9,"urti/inf","J00-J11",2018,"eurostat"
"lt","Y45-49",45,49,"M",11.1,"pneumonia","J12-J18",2018,"eurostat"
"lt","Y45-49",45,49,"M",6.9,"other lrti","J20-J22",2018,"eurostat"
"lv","Y45-49",45,49,"F",5.8,"all rt","J",2018,"eurostat"
"lv","Y45-49",45,49,"F",4.7,"urti/inf","J00-J11",2018,"eurostat"
"lv","Y45-49",45,49,"F",8,"pneumonia","J12-J18",2018,"eurostat"
"lv","Y45-49",45,49,"F",5.4,"other lrti","J20-J22",2018,"eurostat"
"lv","Y45-49",45,49,"M",7.3,"all rt","J",2018,"eurostat"
"lv","Y45-49",45,49,"M",5,"urti/inf","J00-J11",2018,"eurostat"
"lv","Y45-49",45,49,"M",9.6,"pneumonia","J12-J18",2018,"eurostat"
"lv","Y45-49",45,49,"M",5.4,"other lrti","J20-J22",2018,"eurostat"
"rs","Y45-49",45,49,"F",10.1,"all rt","J",2018,"eurostat"
"rs","Y45-49",45,49,"F",6.6,"urti/inf","J00-J11",2018,"eurostat"
"rs","Y45-49",45,49,"F",11.3,"pneumonia","J12-J18",2018,"eurostat"
"rs","Y45-49",45,49,"F",11.6,"other lrti","J20-J22",2018,"eurostat"
"rs","Y45-49",45,49,"M",10.2,"all rt","J",2018,"eurostat"
"rs","Y45-49",45,49,"M",7.5,"urti/inf","J00-J11",2018,"eurostat"
"rs","Y45-49",45,49,"M",12.5,"pneumonia","J12-J18",2018,"eurostat"
"rs","Y45-49",45,49,"M",8.6,"other lrti","J20-J22",2018,"eurostat"
"de","Y45-49",45,49,"F",6.6,"all rt","J",2017,"eurostat"
"de","Y45-49",45,49,"F",3.9,"urti/inf","J00-J11",2017,"eurostat"
"de","Y45-49",45,49,"F",8.4,"pneumonia","J12-J18",2017,"eurostat"
"de","Y45-49",45,49,"F",4.5,"other lrti","J20-J22",2017,"eurostat"
"de","Y45-49",45,49,"M",6.6,"all rt","J",2017,"eurostat"
"de","Y45-49",45,49,"M",4.1,"urti/inf","J00-J11",2017,"eurostat"
"de","Y45-49",45,49,"M",8.7,"pneumonia","J12-J18",2017,"eurostat"
"de","Y45-49",45,49,"M",4.4,"other lrti","J20-J22",2017,"eurostat"
"is","Y45-49",45,49,"F",4.6,"all rt","J",2017,"eurostat"
"is","Y45-49",45,49,"F",1.5,"urti/inf","J00-J11",2017,"eurostat"
"is","Y45-49",45,49,"F",5,"pneumonia","J12-J18",2017,"eurostat"
"is","Y45-49",45,49,"F",2,"other lrti","J20-J22",2016,"eurostat"
"is","Y45-49",45,49,"M",4.3,"all rt","J",2017,"eurostat"
"is","Y45-49",45,49,"M",5,"urti/inf","J00-J11",2015,"eurostat"
"is","Y45-49",45,49,"M",2.6,"pneumonia","J12-J18",2017,"eurostat"
"is","Y45-49",45,49,"M",25,"other lrti","J20-J22",2017,"eurostat"
"mt","Y45-49",45,49,"F",5.7,"all rt","J",2017,"eurostat"
"mt","Y45-49",45,49,"F",1.3,"urti/inf","J00-J11",2017,"eurostat"
"mt","Y45-49",45,49,"F",3,"pneumonia","J12-J18",2017,"eurostat"
"mt","Y45-49",45,49,"F",3.4,"other lrti","J20-J22",2017,"eurostat"
"mt","Y45-49",45,49,"M",3.3,"all rt","J",2017,"eurostat"
"mt","Y45-49",45,49,"M",3,"urti/inf","J00-J11",2017,"eurostat"
"mt","Y45-49",45,49,"M",4.5,"pneumonia","J12-J18",2017,"eurostat"
"mt","Y45-49",45,49,"M",3.2,"other lrti","J20-J22",2017,"eurostat"
"dk","Y45-49",45,49,"F",4.5,"all rt","J",2016,"eurostat"
"dk","Y45-49",45,49,"F",2.9,"urti/inf","J00-J11",2016,"eurostat"
"dk","Y45-49",45,49,"F",4.4,"pneumonia","J12-J18",2016,"eurostat"
"dk","Y45-49",45,49,"F",4.6,"other lrti","J20-J22",2016,"eurostat"
"dk","Y45-49",45,49,"M",4.8,"all rt","J",2016,"eurostat"
"dk","Y45-49",45,49,"M",2.9,"urti/inf","J00-J11",2016,"eurostat"
"dk","Y45-49",45,49,"M",4.9,"pneumonia","J12-J18",2016,"eurostat"
"dk","Y45-49",45,49,"M",5.1,"other lrti","J20-J22",2016,"eurostat"
"tr","Y45-49",45,49,"F",4.8,"all rt","J",2015,"eurostat"
"tr","Y45-49",45,49,"F",1.7,"urti/inf","J00-J11",2015,"eurostat"
"tr","Y45-49",45,49,"F",7,"pneumonia","J12-J18",2015,"eurostat"
"tr","Y45-49",45,49,"F",5.2,"other lrti","J20-J22",2015,"eurostat"
"tr","Y45-49",45,49,"M",5,"all rt","J",2015,"eurostat"
"tr","Y45-49",45,49,"M",1.7,"urti/inf","J00-J11",2015,"eurostat"
"tr","Y45-49",45,49,"M",8,"pneumonia","J12-J18",2015,"eurostat"
"tr","Y45-49",45,49,"M",4.3,"other lrti","J20-J22",2015,"eurostat"
"gb","Y45-49",45,49,"F",5.1,"all rt","J",2016,"eurostat"
"gb","Y45-49",45,49,"F",3.5,"urti/inf","J00-J11",2016,"eurostat"
"gb","Y45-49",45,49,"F",6.8,"pneumonia","J12-J18",2016,"eurostat"
"gb","Y45-49",45,49,"F",3.3,"other lrti","J20-J22",2016,"eurostat"
"gb","Y45-49",45,49,"M",5.7,"all rt","J",2016,"eurostat"
"gb","Y45-49",45,49,"M",4.3,"urti/inf","J00-J11",2016,"eurostat"
"gb","Y45-49",45,49,"M",7.3,"pneumonia","J12-J18",2016,"eurostat"
"gb","Y45-49",45,49,"M",3.6,"other lrti","J20-J22",2016,"eurostat"
"lu","Y45-49",45,49,"F",4.4,"all rt","J",2016,"eurostat"
"lu","Y45-49",45,49,"F",2,"urti/inf","J00-J11",2016,"eurostat"
"lu","Y45-49",45,49,"F",8.2,"pneumonia","J12-J18",2016,"eurostat"
"lu","Y45-49",45,49,"F",6.3,"other lrti","J20-J22",2016,"eurostat"
"lu","Y45-49",45,49,"M",6,"all rt","J",2016,"eurostat"
"lu","Y45-49",45,49,"M",3.3,"urti/inf","J00-J11",2016,"eurostat"
"lu","Y45-49",45,49,"M",9.2,"pneumonia","J12-J18",2016,"eurostat"
"lu","Y45-49",45,49,"M",14.5,"other lrti","J20-J22",2016,"eurostat"
"pt","Y45-49",45,49,"F",6.4,"all rt","J",2015,"eurostat"
"pt","Y45-49",45,49,"F",4.6,"urti/inf","J00-J11",2015,"eurostat"
"pt","Y45-49",45,49,"F",10.3,"pneumonia","J12-J18",2015,"eurostat"
"pt","Y45-49",45,49,"F",7.6,"other lrti","J20-J22",2015,"eurostat"
"pt","Y45-49",45,49,"M",7.8,"all rt","J",2015,"eurostat"
"pt","Y45-49",45,49,"M",10.9,"urti/inf","J00-J11",2015,"eurostat"
"pt","Y45-49",45,49,"M",10.9,"pneumonia","J12-J18",2015,"eurostat"
"pt","Y45-49",45,49,"M",8.1,"other lrti","J20-J22",2015,"eurostat"
"be","Y50-54",50,54,"F",6.4,"all rt","J",2018,"eurostat"
"be","Y50-54",50,54,"F",4.7,"urti/inf","J00-J11",2018,"eurostat"
"be","Y50-54",50,54,"F",7.7,"pneumonia","J12-J18",2018,"eurostat"
"be","Y50-54",50,54,"F",5.5,"other lrti","J20-J22",2018,"eurostat"
"be","Y50-54",50,54,"M",6.5,"all rt","J",2018,"eurostat"
"be","Y50-54",50,54,"M",5.8,"urti/inf","J00-J11",2018,"eurostat"
"be","Y50-54",50,54,"M",8.9,"pneumonia","J12-J18",2018,"eurostat"
"be","Y50-54",50,54,"M",5.6,"other lrti","J20-J22",2018,"eurostat"
"ch","Y50-54",50,54,"F",6,"all rt","J",2018,"eurostat"
"ch","Y50-54",50,54,"F",4.4,"urti/inf","J00-J11",2018,"eurostat"
"ch","Y50-54",50,54,"F",6.5,"pneumonia","J12-J18",2018,"eurostat"
"ch","Y50-54",50,54,"F",7.2,"other lrti","J20-J22",2018,"eurostat"
"ch","Y50-54",50,54,"M",6,"all rt","J",2018,"eurostat"
"ch","Y50-54",50,54,"M",4.5,"urti/inf","J00-J11",2018,"eurostat"
"ch","Y50-54",50,54,"M",7.1,"pneumonia","J12-J18",2018,"eurostat"
"ch","Y50-54",50,54,"M",4,"other lrti","J20-J22",2018,"eurostat"
"cy","Y50-54",50,54,"F",5.6,"all rt","J",2018,"eurostat"
"cy","Y50-54",50,54,"F",6,"urti/inf","J00-J11",2017,"eurostat"
"cy","Y50-54",50,54,"F",4,"pneumonia","J12-J18",2018,"eurostat"
"cy","Y50-54",50,54,"F",6.2,"other lrti","J20-J22",2018,"eurostat"
"cy","Y50-54",50,54,"M",6.1,"all rt","J",2018,"eurostat"
"cy","Y50-54",50,54,"M",8,"urti/inf","J00-J11",2018,"eurostat"
"cy","Y50-54",50,54,"M",6.4,"pneumonia","J12-J18",2018,"eurostat"
"cy","Y50-54",50,54,"M",6.2,"other lrti","J20-J22",2018,"eurostat"
"cz","Y50-54",50,54,"F",7.9,"all rt","J",2018,"eurostat"
"cz","Y50-54",50,54,"F",4.3,"urti/inf","J00-J11",2018,"eurostat"
"cz","Y50-54",50,54,"F",9.6,"pneumonia","J12-J18",2018,"eurostat"
"cz","Y50-54",50,54,"F",7.4,"other lrti","J20-J22",2018,"eurostat"
"cz","Y50-54",50,54,"M",10.7,"all rt","J",2018,"eurostat"
"cz","Y50-54",50,54,"M",6,"urti/inf","J00-J11",2018,"eurostat"
"cz","Y50-54",50,54,"M",12.6,"pneumonia","J12-J18",2018,"eurostat"
"cz","Y50-54",50,54,"M",7.6,"other lrti","J20-J22",2018,"eurostat"
"es","Y50-54",50,54,"F",6.5,"all rt","J",2018,"eurostat"
"es","Y50-54",50,54,"F",6.5,"urti/inf","J00-J11",2018,"eurostat"
"es","Y50-54",50,54,"F",7.4,"pneumonia","J12-J18",2018,"eurostat"
"es","Y50-54",50,54,"F",5.8,"other lrti","J20-J22",2018,"eurostat"
"es","Y50-54",50,54,"M",6.7,"all rt","J",2018,"eurostat"
"es","Y50-54",50,54,"M",6.9,"urti/inf","J00-J11",2018,"eurostat"
"es","Y50-54",50,54,"M",8.2,"pneumonia","J12-J18",2018,"eurostat"
"es","Y50-54",50,54,"M",6.3,"other lrti","J20-J22",2018,"eurostat"
"fi","Y50-54",50,54,"F",4.8,"all rt","J",2018,"eurostat"
"fi","Y50-54",50,54,"F",2.8,"urti/inf","J00-J11",2018,"eurostat"
"fi","Y50-54",50,54,"F",4.9,"pneumonia","J12-J18",2018,"eurostat"
"fi","Y50-54",50,54,"F",3.8,"other lrti","J20-J22",2018,"eurostat"
"fi","Y50-54",50,54,"M",4.4,"all rt","J",2018,"eurostat"
"fi","Y50-54",50,54,"M",3.4,"urti/inf","J00-J11",2018,"eurostat"
"fi","Y50-54",50,54,"M",4.7,"pneumonia","J12-J18",2018,"eurostat"
"fi","Y50-54",50,54,"M",3.6,"other lrti","J20-J22",2018,"eurostat"
"fr","Y50-54",50,54,"F",6.2,"all rt","J",2018,"eurostat"
"fr","Y50-54",50,54,"F",5.1,"urti/inf","J00-J11",2018,"eurostat"
"fr","Y50-54",50,54,"F",7.1,"pneumonia","J12-J18",2018,"eurostat"
"fr","Y50-54",50,54,"F",4.6,"other lrti","J20-J22",2018,"eurostat"
"fr","Y50-54",50,54,"M",6.8,"all rt","J",2018,"eurostat"
"fr","Y50-54",50,54,"M",6.2,"urti/inf","J00-J11",2018,"eurostat"
"fr","Y50-54",50,54,"M",7.7,"pneumonia","J12-J18",2018,"eurostat"
"fr","Y50-54",50,54,"M",4.6,"other lrti","J20-J22",2018,"eurostat"
"hr","Y50-54",50,54,"F",6.9,"all rt","J",2018,"eurostat"
"hr","Y50-54",50,54,"F",4.8,"urti/inf","J00-J11",2018,"eurostat"
"hr","Y50-54",50,54,"F",9.4,"pneumonia","J12-J18",2018,"eurostat"
"hr","Y50-54",50,54,"F",5.4,"other lrti","J20-J22",2018,"eurostat"
"hr","Y50-54",50,54,"M",8.3,"all rt","J",2018,"eurostat"
"hr","Y50-54",50,54,"M",7.4,"urti/inf","J00-J11",2018,"eurostat"
"hr","Y50-54",50,54,"M",11.1,"pneumonia","J12-J18",2018,"eurostat"
"hr","Y50-54",50,54,"M",5,"other lrti","J20-J22",2018,"eurostat"
"hu","Y50-54",50,54,"F",8.7,"all rt","J",2018,"eurostat"
"hu","Y50-54",50,54,"F",5.8,"urti/inf","J00-J11",2018,"eurostat"
"hu","Y50-54",50,54,"F",9.8,"pneumonia","J12-J18",2018,"eurostat"
"hu","Y50-54",50,54,"F",7.4,"other lrti","J20-J22",2018,"eurostat"
"hu","Y50-54",50,54,"M",8.8,"all rt","J",2018,"eurostat"
"hu","Y50-54",50,54,"M",5.8,"urti/inf","J00-J11",2018,"eurostat"
"hu","Y50-54",50,54,"M",11.3,"pneumonia","J12-J18",2018,"eurostat"
"hu","Y50-54",50,54,"M",9.1,"other lrti","J20-J22",2018,"eurostat"
"it","Y50-54",50,54,"F",8.1,"all rt","J",2018,"eurostat"
"it","Y50-54",50,54,"F",6.3,"urti/inf","J00-J11",2018,"eurostat"
"it","Y50-54",50,54,"F",9.9,"pneumonia","J12-J18",2018,"eurostat"
"it","Y50-54",50,54,"F",7.4,"other lrti","J20-J22",2018,"eurostat"
"it","Y50-54",50,54,"M",8.2,"all rt","J",2018,"eurostat"
"it","Y50-54",50,54,"M",5.8,"urti/inf","J00-J11",2018,"eurostat"
"it","Y50-54",50,54,"M",10.1,"pneumonia","J12-J18",2018,"eurostat"
"it","Y50-54",50,54,"M",6.4,"other lrti","J20-J22",2018,"eurostat"
"nl","Y50-54",50,54,"F",5.5,"all rt","J",2018,"eurostat"
"nl","Y50-54",50,54,"F",4.4,"urti/inf","J00-J11",2018,"eurostat"
"nl","Y50-54",50,54,"F",6,"pneumonia","J12-J18",2018,"eurostat"
"nl","Y50-54",50,54,"F",3.9,"other lrti","J20-J22",2018,"eurostat"
"nl","Y50-54",50,54,"M",5.3,"all rt","J",2018,"eurostat"
"nl","Y50-54",50,54,"M",5.6,"urti/inf","J00-J11",2018,"eurostat"
"nl","Y50-54",50,54,"M",6.4,"pneumonia","J12-J18",2018,"eurostat"
"nl","Y50-54",50,54,"M",4.5,"other lrti","J20-J22",2018,"eurostat"
"no","Y50-54",50,54,"F",4.5,"all rt","J",2018,"eurostat"
"no","Y50-54",50,54,"F",2.8,"urti/inf","J00-J11",2018,"eurostat"
"no","Y50-54",50,54,"F",5.2,"pneumonia","J12-J18",2018,"eurostat"
"no","Y50-54",50,54,"F",3.2,"other lrti","J20-J22",2018,"eurostat"
"no","Y50-54",50,54,"M",4.9,"all rt","J",2018,"eurostat"
"no","Y50-54",50,54,"M",3.3,"urti/inf","J00-J11",2018,"eurostat"
"no","Y50-54",50,54,"M",5,"pneumonia","J12-J18",2018,"eurostat"
"no","Y50-54",50,54,"M",3.4,"other lrti","J20-J22",2018,"eurostat"
"pl","Y50-54",50,54,"F",6.4,"all rt","J",2018,"eurostat"
"pl","Y50-54",50,54,"F",5.3,"urti/inf","J00-J11",2018,"eurostat"
"pl","Y50-54",50,54,"F",9.5,"pneumonia","J12-J18",2018,"eurostat"
"pl","Y50-54",50,54,"F",5.6,"other lrti","J20-J22",2018,"eurostat"
"pl","Y50-54",50,54,"M",7.6,"all rt","J",2018,"eurostat"
"pl","Y50-54",50,54,"M",6.2,"urti/inf","J00-J11",2018,"eurostat"
"pl","Y50-54",50,54,"M",10.8,"pneumonia","J12-J18",2018,"eurostat"
"pl","Y50-54",50,54,"M",6.3,"other lrti","J20-J22",2018,"eurostat"
"ro","Y50-54",50,54,"F",6.8,"all rt","J",2018,"eurostat"
"ro","Y50-54",50,54,"F",5.6,"urti/inf","J00-J11",2018,"eurostat"
"ro","Y50-54",50,54,"F",7.1,"pneumonia","J12-J18",2018,"eurostat"
"ro","Y50-54",50,54,"F",5.6,"other lrti","J20-J22",2018,"eurostat"
"ro","Y50-54",50,54,"M",8.4,"all rt","J",2018,"eurostat"
"ro","Y50-54",50,54,"M",6,"urti/inf","J00-J11",2018,"eurostat"
"ro","Y50-54",50,54,"M",9.1,"pneumonia","J12-J18",2018,"eurostat"
"ro","Y50-54",50,54,"M",5.8,"other lrti","J20-J22",2018,"eurostat"
"se","Y50-54",50,54,"F",4.6,"all rt","J",2018,"eurostat"
"se","Y50-54",50,54,"F",3.4,"urti/inf","J00-J11",2018,"eurostat"
"se","Y50-54",50,54,"F",5.1,"pneumonia","J12-J18",2018,"eurostat"
"se","Y50-54",50,54,"F",3,"other lrti","J20-J22",2018,"eurostat"
"se","Y50-54",50,54,"M",4.7,"all rt","J",2018,"eurostat"
"se","Y50-54",50,54,"M",3.5,"urti/inf","J00-J11",2018,"eurostat"
"se","Y50-54",50,54,"M",4.8,"pneumonia","J12-J18",2018,"eurostat"
"se","Y50-54",50,54,"M",2.7,"other lrti","J20-J22",2018,"eurostat"
"si","Y50-54",50,54,"F",7.8,"all rt","J",2018,"eurostat"
"si","Y50-54",50,54,"F",4.4,"urti/inf","J00-J11",2018,"eurostat"
"si","Y50-54",50,54,"F",10.3,"pneumonia","J12-J18",2018,"eurostat"
"si","Y50-54",50,54,"F",5,"other lrti","J20-J22",2018,"eurostat"
"si","Y50-54",50,54,"M",7.4,"all rt","J",2018,"eurostat"
"si","Y50-54",50,54,"M",5,"urti/inf","J00-J11",2018,"eurostat"
"si","Y50-54",50,54,"M",9.9,"pneumonia","J12-J18",2018,"eurostat"
"si","Y50-54",50,54,"M",8.2,"other lrti","J20-J22",2018,"eurostat"
"sk","Y50-54",50,54,"F",7.8,"all rt","J",2018,"eurostat"
"sk","Y50-54",50,54,"F",5,"urti/inf","J00-J11",2018,"eurostat"
"sk","Y50-54",50,54,"F",8.7,"pneumonia","J12-J18",2018,"eurostat"
"sk","Y50-54",50,54,"F",6.4,"other lrti","J20-J22",2018,"eurostat"
"sk","Y50-54",50,54,"M",7.7,"all rt","J",2018,"eurostat"
"sk","Y50-54",50,54,"M",5.1,"urti/inf","J00-J11",2018,"eurostat"
"sk","Y50-54",50,54,"M",9.3,"pneumonia","J12-J18",2018,"eurostat"
"sk","Y50-54",50,54,"M",8.3,"other lrti","J20-J22",2018,"eurostat"
"at","Y50-54",50,54,"F",8.1,"all rt","J",2018,"eurostat"
"at","Y50-54",50,54,"F",4.3,"urti/inf","J00-J11",2018,"eurostat"
"at","Y50-54",50,54,"F",8.7,"pneumonia","J12-J18",2018,"eurostat"
"at","Y50-54",50,54,"F",5,"other lrti","J20-J22",2018,"eurostat"
"at","Y50-54",50,54,"M",7.7,"all rt","J",2018,"eurostat"
"at","Y50-54",50,54,"M",5,"urti/inf","J00-J11",2018,"eurostat"
"at","Y50-54",50,54,"M",9.5,"pneumonia","J12-J18",2018,"eurostat"
"at","Y50-54",50,54,"M",5.4,"other lrti","J20-J22",2018,"eurostat"
"ie","Y50-54",50,54,"F",5.3,"all rt","J",2018,"eurostat"
"ie","Y50-54",50,54,"F",4,"urti/inf","J00-J11",2018,"eurostat"
"ie","Y50-54",50,54,"F",8.9,"pneumonia","J12-J18",2018,"eurostat"
"ie","Y50-54",50,54,"F",3.5,"other lrti","J20-J22",2018,"eurostat"
"ie","Y50-54",50,54,"M",5.9,"all rt","J",2018,"eurostat"
"ie","Y50-54",50,54,"M",2.9,"urti/inf","J00-J11",2018,"eurostat"
"ie","Y50-54",50,54,"M",8.5,"pneumonia","J12-J18",2018,"eurostat"
"ie","Y50-54",50,54,"M",4,"other lrti","J20-J22",2018,"eurostat"
"lt","Y50-54",50,54,"F",6.4,"all rt","J",2018,"eurostat"
"lt","Y50-54",50,54,"F",5.2,"urti/inf","J00-J11",2018,"eurostat"
"lt","Y50-54",50,54,"F",9.1,"pneumonia","J12-J18",2018,"eurostat"
"lt","Y50-54",50,54,"F",4.5,"other lrti","J20-J22",2018,"eurostat"
"lt","Y50-54",50,54,"M",7.7,"all rt","J",2018,"eurostat"
"lt","Y50-54",50,54,"M",5.8,"urti/inf","J00-J11",2018,"eurostat"
"lt","Y50-54",50,54,"M",10.8,"pneumonia","J12-J18",2018,"eurostat"
"lt","Y50-54",50,54,"M",5.7,"other lrti","J20-J22",2018,"eurostat"
"lv","Y50-54",50,54,"F",6.3,"all rt","J",2018,"eurostat"
"lv","Y50-54",50,54,"F",4.9,"urti/inf","J00-J11",2018,"eurostat"
"lv","Y50-54",50,54,"F",8,"pneumonia","J12-J18",2018,"eurostat"
"lv","Y50-54",50,54,"F",5.5,"other lrti","J20-J22",2018,"eurostat"
"lv","Y50-54",50,54,"M",7.8,"all rt","J",2018,"eurostat"
"lv","Y50-54",50,54,"M",7.2,"urti/inf","J00-J11",2018,"eurostat"
"lv","Y50-54",50,54,"M",9,"pneumonia","J12-J18",2018,"eurostat"
